RP,PERSPVALUE,EP,RP,PERSPVALUE,EP,RP,PERSPVALUE,EP,RP,PERSPVALUE,EP
143,58087536.83,0.007005688293,142,57082113.25,0.007053080295,143,169470914.3,0.007005688293,142,167665639,0.007053080295
145,59157826.46,0.006881484041,144,58119969.85,0.00693027119,145,171471619.7,0.006881484041,144,169616058.3,0.00693027119
148,60130817.02,0.006771945761,147,59157826.46,0.006811082945,148,173280460.2,0.006771945761,147,171558065.6,0.006811082945
150,61201106.65,0.006654712072,149,60195683.06,0.006695372998,150,175264349.6,0.006654712072,149,173491606.9,0.006695372998
153,62174097.21,0.006551226206,152,61233539.67,0.006582987107,153,177058454.7,0.006551226206,152,175416955.2,0.006582987107
155,63244386.84,0.006440396259,154,62271396.27,0.00647378991,155,179026240,0.006440396259,154,177334200.6,0.00647378991
158,64217377.4,0.006342479756,157,63309252.88,0.006367642757,158,180806193.4,0.006342479756,157,179243620.8,0.006367642757
160,65287667.03,0.006237552261,160,64347109.48,0.006264428436,160,182758436.9,0.006237552261,160,181145235.1,0.006264428436
163,66357956.65,0.006135535005,162,65384966.08,0.006164023767,163,184702758.2,0.006135535005,162,183039285.9,0.006164023767
165,67330947.22,0.006045294457,165,66422822.69,0.006066324464,165,186462076.7,0.006045294457,165,184925773.5,0.006066324464
168,68401236.84,0.005948500707,167,67460679.29,0.005971207497,168,188391865.5,0.005948500707,167,186805172.7,0.005971207497
171,69374227.41,0.00586282225,170,68498535.9,0.005878588699,171,190138282,0.00586282225,170,188677302.5,0.005878588699
173,70444517.03,0.00577087047,173,69536392.5,0.005788364371,173,192053983,0.00577087047,173,190542463,0.005788364371
176,71514806.66,0.005681307029,175,70574249.11,0.00570044856,176,193962669.3,0.005681307029,175,192400689.5,0.00570044856
179,72487797.22,0.005601953058,178,71612105.71,0.005614747194,179,195690302.3,0.005601953058,178,194252281.3,0.005614747194
181,73558086.85,0.005516709777,181,72649962.32,0.005531185101,181,197585737.9,0.005516709777,181,196097221.7,0.005531185101
184,74531077.41,0.005441133344,183,73687818.92,0.005449679925,184,199301703.9,0.005441133344,183,197935732.5,0.005449679925
187,75601367.04,0.005359904562,186,74725675.53,0.00537016201,187,201184479.4,0.005359904562,186,199767831.9,0.00537016201
189,76574357.6,0.005287840331,189,75763532.13,0.005292549716,189,202889332.6,0.005287840331,189,201593895.7,0.005292549716
192,77644647.23,0.005210354977,192,76801388.73,0.00521678675,192,204759856.7,0.005210354977,192,203413783.4,0.00521678675
194,78617637.79,0.005141569078,194,77839245.34,0.005142802558,194,206453944.6,0.005141569078,194,205227760,0.005142802558
197,79687927.42,0.005067574261,197,78877101.94,0.005070539927,197,208312748.4,0.005067574261,197,207035837.7,0.005070539927
200,80660917.98,0.005001847688,200,79914958.55,0.004999933262,200,209996544.8,0.005001847688,200,208838305.9,0.004999933262
203,81731207.61,0.004931115939,203,80952815.15,0.004930933274,203,211844054.3,0.004931115939,203,210635106.4,0.004930933274
205,82704198.17,0.004868254871,206,81990671.76,0.004863482191,205,213517847.2,0.004868254871,206,212426458.5,0.004863482191
208,83774487.8,0.004800575212,208,83028528.36,0.004797535811,208,215354544.8,0.004800575212,208,214212280.8,0.004797535811
211,84844777.42,0.004734416633,211,84066384.97,0.004733029923,211,217185762,0.004734416633,211,215993095.8,0.004733029923
214,85915067.04,0.004669729043,214,85104241.57,0.004669932655,214,219011607.1,0.004669729043,214,217768597.2,0.004669932655
218,87179954.78,0.004595024855,217,86142098.18,0.00460819267,218,221165158.7,0.004595024855,217,219539064.9,0.00460819267
223,89223234.97,0.004478570209,220,87179954.78,0.004547770314,223,224622562.3,0.004478570209,220,221304502.4,0.004547770314
228,90974617.99,0.004382730033,226,89255667.99,0.004430705553,228,227564283.2,0.004382730033,226,224820818.6,0.004430705553
230,91753010.44,0.004341086163,232,91331381.2,0.004318434615,230,228870849,0.004341086163,232,228318267.8,0.004318434615
235,93504393.46,0.004249408129,237,93407094.41,0.004210665542,235,231810178.9,0.004249408129,237,231797789.2,0.004210665542
241,95547673.65,0.004146545447,243,95482807.62,0.004107145793,241,235215764.5,0.004146545447,243,235259738.7,0.004107145793
247,97590953.84,0.0040475958,250,97558520.83,0.004007628215,247,238605188.2,0.0040475958,250,238704912.7,0.004007628215
253,99634234.03,0.003952351623,256,99634234.03,0.003911897408,253,241978744.2,0.003952351623,256,242133607.7,0.003911897408
259,101677514.2,0.003860647178,262,101709947.2,0.003819732629,259,245335677.6,0.003860647178,262,245546875.3,0.003819732629
265,103720794.4,0.003772259945,268,103785660.5,0.00373095671,265,248677771.6,0.003772259945,268,248944695.2,0.00373095671
272,105861373.7,0.003682963611,274,105861373.7,0.003645384488,272,252166416.9,0.003682963611,274,252327814.1,0.003645384488
278,107904653.9,0.003600846189,281,107937086.9,0.003562857577,278,255479610,0.003600846189,281,255696394.4,0.003562857577
284,109947934,0.003521551017,287,110012800.1,0.003483212629,284,258779568,0.003521551017,287,259051234.8,0.003483212629
290,111991214.2,0.003444947759,294,112088513.3,0.003406315085,290,262066331.1,0.003444947759,294,262392347,0.003406315085
297,114131793.5,0.00336738779,300,114164226.5,0.003332026063,297,265498311.7,0.00336738779,300,265720299.2,0.003332026063
303,116175073.7,0.003295903645,307,116239939.7,0.00326022631,303,268759109.4,0.003295903645,307,269035152.1,0.00326022631
310,118218353.9,0.003226733934,313,118315652.9,0.003190787506,310,272008068.7,0.003226733934,313,272337737.9,0.003190787506
316,120261634,0.003159781851,320,120391366.1,0.00312361057,316,275245045.6,0.003159781851,320,275627844.4,0.00312361057
323,122402213.3,0.003091865617,327,122467079.3,0.003058586128,323,278625916.8,0.003091865617,327,278906051.7,0.003058586128
330,124445493.5,0.003029148942,334,124542792.5,0.002995623876,330,281839280.6,0.003029148942,334,282172284.3,0.002995623876
337,126488773.7,0.002968356288,341,126618505.8,0.002934622666,337,285041819.9,0.002968356288,341,285427312.4,0.002934622666
344,128532053.9,0.002909412695,348,128694219,0.002875506296,344,288233346.2,0.002909412695,348,288670861.5,0.002875506296
351,130575334.1,0.002852235948,355,130769932.2,0.002818188449,351,291414284.4,0.002852235948,355,291903444.9,0.002818188449
358,132715913.3,0.002794126445,362,132845645.4,0.002762599694,358,294736996.4,0.002794126445,362,295124873.6,0.002762599694
365,134759193.5,0.002740342073,369,134921358.6,0.002708652217,365,297896913.6,0.002740342073,369,298336273.4,0.002708652217
372,136802473.7,0.002688116582,376,136997071.8,0.002656293684,372,301046550.8,0.002688116582,376,301536907.7,0.002656293684
379,138845753.9,0.002637382956,384,139072785,0.002605452635,379,304186355,0.002637382956,384,304727375.2,0.002605452635
386,140889034.1,0.002588083559,391,141148498.2,0.00255607049,386,307316402.9,0.002588083559,391,307907697.3,0.00255607049
394,143029613.3,0.002537887119,399,143224211.4,0.002508084489,394,310586972.6,0.002537887119,399,311078365.8,0.002508084489
401,145072893.5,0.00249135075,406,145299924.6,0.002461445072,401,313697721.9,0.00249135075,406,314239198,0.002461445072
409,147116173.7,0.002446083598,414,147375637.8,0.002416096003,409,316799381.7,0.002446083598,414,317390634.5,0.002416096003
416,149159453.9,0.002402041851,422,149451351.1,0.002371993448,416,319891813.3,0.002402041851,422,320532432.2,0.002371993448
424,151202734.1,0.002359171675,429,151527064.3,0.002329079074,424,322975746.7,0.002359171675,429,323665558.3,0.002329079074
432,153246014.3,0.002317436647,437,153602777.5,0.002287319086,432,326050831.1,0.002317436647,437,326789372.8,0.002287319086
440,155386593.5,0.002274867839,445,155678490.7,0.002246664972,440,329264439.4,0.002274867839,445,329904458.8,0.002246664972
447,157429873.7,0.002235327833,453,157754203.9,0.002207080193,447,332322038.1,0.002235327833,453,333010650,0.002207080193
455,159473153.9,0.002196797137,461,159829917.1,0.002168518901,455,335371637.9,0.002196797137,461,336108660.3,0.002168518901
463,161516434.1,0.002159244488,469,161905630.3,0.002130951593,463,338413020.6,0.002159244488,469,339198044.6,0.002130951593
471,163559714.3,0.002122633382,477,163981343.5,0.002094338351,471,341446505.6,0.002122633382,477,342279328.3,0.002094338351
479,165602994.5,0.002086935505,486,166057056.7,0.002058652628,479,344471855.6,0.002086935505,486,345352044.8,0.002058652628
487,167646274.6,0.002052109568,494,168132769.9,0.002023846333,487,347490064.8,0.002052109568,494,348417727.4,0.002023846333
496,169689554.8,0.002018133534,503,170208483.1,0.001989904704,496,350500602.7,0.002018133534,503,351475129.3,0.001989904704
504,171732835,0.001984977336,511,172284196.4,0.001956791088,504,353503726.8,0.001984977336,511,354525034.3,0.001956791088
512,173776115.2,0.001952614626,520,174359909.6,0.001924481434,512,356499471.8,0.001952614626,520,357567207.4,0.001924481434
521,175819395.4,0.00192101603,528,176435622.8,0.001892942488,521,359488264.8,0.00192101603,528,360602393.3,0.001892942488
529,177959974.7,0.00188870093,537,178511336,0.001862154823,529,362612471,0.00188870093,537,363630128.4,0.001862154823
538,180100553.9,0.001857170952,546,180587049.2,0.001832089882,538,365729224,0.001857170952,546,366650931.3,0.001832089882
549,182630329.4,0.001820843162,555,182662762.4,0.001802729578,549,369407480.8,0.001820843162,555,369664372.9,0.001802729578
567,186814188.8,0.00176306336,573,186814188.8,0.001746011833,567,375460057.1,0.00176306336,573,375671537.2,0.001746011833
585,190900749.2,0.001709169337,591,190965615.2,0.001691840133,585,381344064,0.001709169337,591,381652172.4,0.001691840133
604,195084608.6,0.001656386279,610,195117041.7,0.001640053092,604,387346143.5,0.001656386279,610,387607831.8,0.001640053092
622,199171169,0.001607084596,629,199268468.1,0.001590513646,622,393181604.8,0.001607084596,629,393538656.3,0.001590513646
642,203355028.4,0.001558720222,648,203419894.5,0.001543074323,642,399136501.9,0.001558720222,648,399447364.5,0.001543074323
661,207441588.8,0.001513479938,668,207571320.9,0.001497628599,661,404927639.7,0.001513479938,668,405332854.4,0.001497628599
681,211625448.3,0.001469045055,688,211722747.3,0.00145405471,681,410837815.7,0.001469045055,688,411197002.6,0.00145405471
701,215712008.6,0.001427420892,708,215874173.7,0.001412252159,701,416587345,0.001427420892,708,417039983.6,0.001412252159
721,219895868.1,0.00138648309,729,220025600.2,0.00137211625,721,422456696,0.00138648309,729,422863587.8,0.00137211625
742,223982428.5,0.00134808642,750,224177026.6,0.001333564021,742,428167907,0.00134808642,750,428667458.5,0.001333564021
763,228166287.9,0.001310280228,771,228328453,0.001296506117,763,433999016.6,0.001310280228,771,434453058.2,0.001296506117
784,232252848.3,0.001274781082,793,232479879.4,0.001260871144,784,439673992,0.001274781082,793,440219925.5,0.001260871144
807,236436707.7,0.001239784508,815,236631305.8,0.001226573204,807,445470014.6,0.001239784508,815,445970795.4,0.001226573204
829,240523268.1,0.00120688782,838,240782732.2,0.001193557283,829,451112035.6,0.00120688782,838,451704080.9,0.001193557283
851,244707127.5,0.001174429002,861,244934158.7,0.001161752654,851,456874462.2,0.001174429002,861,457421526.7,0.001161752654
874,248793687.9,0.001143886273,884,249085585.1,0.001131105104,874,462484951.8,0.001143886273,884,463122678.3,0.001131105104
898,252977547.4,0.00111371897,908,253237011.5,0.001101550455,898,468216542.3,0.00111371897,908,468809612,0.001101550455
921,257064107.7,0.001085306019,932,257388437.9,0.001073045162,921,473797935.4,0.001085306019,932,474481126.5,0.001073045162
946,261247967.2,0.001057220512,956,261539864.3,0.001045534814,946,479499987.5,0.001057220512,956,480138701.7,0.001045534814
970,265334527.6,0.001030747871,981,265691290.8,0.001018981216,970,485052864.7,0.001030747871,981,485781070.6,0.001018981216
995,269518387,0.001004551775,1007,269842717.2,0.0009933244769,995,490727995.1,0.001004551775,1007,491412191.3,0.0009933244769
1021,273604947.4,0.0009798392013,1032,273994143.6,0.0009685403106,1021,496255600,0.0009798392013,1032,497028859.9,0.0009685403106
1046,277691507.7,0.0009559396801,1059,278145570,0.000944582537,1046,501771021.9,0.0009559396801,1059,502633119.5,0.000944582537
1073,281875367.2,0.0009322738056,1085,282296996.4,0.0009214199248,1073,507406201.5,0.0009322738056,1085,508224098.1,0.0009214199248
1099,285961927.6,0.0009099163288,1112,286448422.8,0.0008990109329,1099,512897495.2,0.0009099163288,1112,513803878.9,0.0008990109329
1126,290048487.9,0.0008882743259,1140,290599849.3,0.0008773301741,1126,518376792.9,0.0008882743259,1140,519371037,0.0008773301741
1154,294232347.4,0.0008668189986,1168,294751275.7,0.0008563426276,1154,523976549.6,0.0008668189986,1168,524926969.5,0.0008563426276
1181,298318907.8,0.0008465354241,1196,298902702.1,0.0008360259434,1181,529432421.3,0.0008465354241,1196,530470141.1,0.0008360259434
1209,302405468.1,0.0008268754509,1225,303054128.5,0.0008163406309,1209,534878845.7,0.0008268754509,1225,536004125.5,0.0008163406309
1239,306589327.6,0.0008073705958,1254,307205554.9,0.0007972726231,1239,540444513.7,0.0008073705958,1254,541525841.1,0.0007972726231
1268,310675888,0.0007889092785,1284,311356981.4,0.0007787905779,1268,545869159.2,0.0007889092785,1284,547037405.8,0.0007787905779
1297,314762448.3,0.0007710074877,1314,315508407.8,0.0007608777643,1297,551282598.7,0.0007710074877,1314,552536998.3,0.0007608777643
1327,318849008.7,0.0007536379813,1345,319659834.2,0.0007435031465,1327,556686715.3,0.0007536379813,1345,558027515,0.0007435031465
1357,322935569.1,0.0007367840681,1376,323811260.6,0.0007266527995,1357,562080505.6,0.0007367840681,1376,563506887.9,0.0007266527995
1388,327022129.5,0.0007204243871,1408,327962687,0.0007103023348,1388,567464703.5,0.0007204243871,1408,568976665.8,0.0007103023348
1419,331108689.9,0.0007045452478,1440,332114113.4,0.0006944407125,1419,572837780.1,0.0007045452478,1440,574434221,0.0006944407125
1451,335195250.2,0.000689119066,1473,336265539.9,0.0006790331495,1451,578203234.4,0.000689119066,1473,579885472.8,0.0006790331495
1483,339281810.6,0.000674136461,1506,340416966.3,0.0006640789043,1483,583558647.2,0.000674136461,1506,585324753.3,0.0006640789043
1516,343368371,0.0006595805413,1540,344568392.7,0.0006495542641,1516,588904366.1,0.0006595805413,1540,590754705.4,0.0006495542641
1549,347357632.3,0.0006457697979,1574,348719819.1,0.0006354465273,1549,594112858.8,0.0006457697979,1574,596174277.2,0.0006354465273
1582,351444192.7,0.0006320104723,1608,352871245.5,0.0006217357822,1582,599440415.1,0.0006320104723,1608,601585459.1,0.0006217357822
1616,355433454,0.0006189487664,1644,357022672,0.0006084127516,1616,604631798.6,0.0006189487664,1644,606986352.3,0.0006084127516
1650,359520014.4,0.0006059317462,1679,361174098.4,0.0005954601928,1650,609941344.6,0.0006059317462,1679,612378456.6,0.0005954601928
1686,363606574.8,0.0005932726496,1716,365325524.8,0.0005828705182,1686,615241170.5,0.0005932726496,1716,617759494.9,0.0005828705182
1723,367887733.3,0.0005803761631,1752,369476951.2,0.0005706208081,1723,620785154.6,0.0005803761631,1752,623134020.3,0.0005706208081
1761,372168891.8,0.0005678433123,1790,373628377.6,0.0005587093053,1761,626319600.5,0.0005678433123,1790,628497654,0.0005587093053
1801,376644648.4,0.0005551138382,1828,377779804,0.0005471193912,1801,632096285.6,0.0005551138382,1828,633852711.3,0.0005471193912
1848,381704199.3,0.000541154423,1866,381931230.5,0.0005358437976,1848,638620562.5,0.000541154423,1866,639197494.9,0.0005358437976
1926,390071918.2,0.0005190919311,1945,390234083.3,0.0005141818833,1926,649362222,0.0005190919311,1945,649860943.2,0.0005141818833
2006,398342338,0.0004984253931,2026,398536936.1,0.0004936533624,2006,659941884.6,0.0004984253931,2026,660484861,0.0004936533624
2089,406612757.8,0.0004788074612,2109,406839789,0.0004741691375,2089,670490838.4,0.0004788074612,2109,671078053.5,0.0004741691375
2173,414883177.7,0.0004601855846,2195,415142641.8,0.0004556782118,2173,681001597.2,0.0004601855846,2195,681632094.3,0.0004556782118
2260,423153597.5,0.0004424905222,2283,423445494.6,0.0004381100564,2260,691478226.7,0.0004424905222,2283,692151814.5,0.0004381100564
2349,431424017.3,0.0004256714125,2373,431748347.5,0.0004214147439,2349,701916867.1,0.0004256714125,2373,702632763.9,0.0004214147439
2441,439694437.1,0.0004096665146,2466,440051200.3,0.0004055294037,2441,712322957.7,0.0004096665146,2466,713081190.7,0.0004055294037
2535,447964856.9,0.0003944341447,2561,448354053.2,0.0003904136618,2535,722691708.6,0.0003944341447,2561,723491428.2,0.0003904136618
2632,456235276.7,0.0003799247382,2659,456656906,0.0003760171179,2632,733025660.9,0.0003799247382,2659,733866650.4,0.0003760171179
2731,464505696.6,0.0003661010941,2760,464959758.8,0.0003623034737,2731,743320872.1,0.0003661010941,2760,744202252.6,0.0003623034737
2834,472776116.4,0.0003529140935,2864,473262611.7,0.0003492222016,2834,753584573.6,0.0003529140935,2864,754506698.1,0.0003492222016
2938,481046536.2,0.0003403365703,2970,481565464.5,0.0003367481221,2938,763809346.5,0.0003403365703,2970,764770974.6,0.0003367481221
3046,489316956,0.0003283295088,3078,489868317.3,0.0003248408598,3046,773998801.5,0.0003283295088,3078,774999891.6,0.0003248408598
3155,497490076.8,0.0003169999362,3190,498171170.2,0.0003134743171,3155,784027272.4,0.0003169999362,3190,785188199.4,0.0003134743171
3268,505760496.6,0.0003060363494,3305,506474023,0.0003026101142,3268,794144170.9,0.0003060363494,3305,795343541.7,0.0003026101142
3383,514030916.4,0.0002955585084,3422,514776875.8,0.0002922294078,3383,804221059.7,0.0002955585084,3422,805457427.7,0.0002922294078
3502,522301336.2,0.0002855371659,3542,523079728.7,0.0002823015981,3502,814260574,0.0002855371659,3542,815533908.5,0.0002823015981
3630,530960952.3,0.0002755038713,3666,531382581.5,0.0002728081064,3630,824735456.9,0.0002755038713,3666,825566600.9,0.0002728081064
3795,541858446.6,0.0002635155301,3832,542250339.8,0.0002609833252,3795,837852511.4,0.0002635155301,3832,838649456.8,0.0002609833252
3964,552658641.9,0.00025229081,4003,553118098,0.0002498145488,3964,850781384.9,0.00025229081,4003,851658009.3,0.0002498145488
4138,563458837.2,0.0002416710563,4180,563985856.3,0.0002392505213,4138,863644499,0.0002416710563,4180,864600009.1,0.0002392505213
4317,574259032.5,0.0002316217284,4362,574853614.5,0.0002292573329,4317,876434304.3,0.0002316217284,4362,877466738.5,0.0002292573329
4504,585156526.8,0.0002220127386,4550,585721372.8,0.0002197888458,4504,889277000.5,0.0002220127386,4550,890269198.2,0.0002197888458
4695,595956722.1,0.0002129931598,4743,596589131.1,0.0002108201651,4695,901926852.6,0.0002129931598,4743,902994060.1,0.0002108201651
4891,606756917.4,0.0002044373549,4943,607456889.3,0.0002023145675,4891,914505857.8,0.0002044373549,4943,915647319.3,0.0002023145675
5094,617557112.7,0.0001963209373,5148,618324647.6,0.0001942484508,5094,927005744.4,0.0001963209373,5148,928219206.6,0.0001942484508
5302,628357308,0.0001886076307,5360,629192405.8,0.0001865837688,5302,939440127.7,0.0001886076307,5360,940726159,0.0001865837688
5514,639060204.2,0.0001813471244,5577,640060164.1,0.0001793066788,5514,951680545.4,0.0001813471244,5577,953149100.3,0.0001793066788
5735,649860399.5,0.0001743774517,5801,650927922.4,0.0001723879831,5735,963959796.8,0.0001743774517,5801,965496664.5,0.0001723879831
5961,660660594.8,0.000167749903,6031,661795680.6,0.0001658110444,5961,976156046,0.000167749903,6031,977758580.3,0.0001658110444
6194,671460790.1,0.0001614389483,6268,672663438.9,0.0001595487457,6194,988278261.5,0.0001614389483,6268,989946864.7,0.0001595487457
6432,682163686.3,0.0001554842958,6511,683531197.1,0.0001535887502,6432,1000206617,0.0001554842958,6511,1002048154,0.0001535887502
6678,692963881.6,0.0001497558883,6761,694398955.4,0.0001479096787,6678,1012165716,0.0001497558883,6761,1014069147,0.0001479096787
6928,703666777.9,0.0001443475566,7017,705266713.6,0.0001425017078,6928,1023924883,0.0001443475566,7017,1025994483,0.0001425017078
7187,714466973.2,0.0001391346408,7281,716134471.9,0.0001373367281,7187,1035721574,0.0001391346408,7281,1037852102,0.0001373367281
7454,725267168.4,0.0001341626278,7552,727002230.2,0.0001324134945,7454,1047427014,0.0001341626278,7552,1049611770,0.0001324134945
7732,736261961.9,0.000129330496,7830,737869988.4,0.0001277125424,7732,1059258367,0.000129330496,7830,1061286642,0.0001277125424
8047,748327044.9,0.0001242755588,8115,748737746.7,0.0001232256332,8047,1072150946,0.0001242755588,8115,1072865076,0.0001232256332
8598,768759846.8,0.0001163118733,8708,770473263.2,0.0001148360143,8598,1093623143,0.0001163118733,8708,1095751001,0.0001148360143
8868,778392453.4,0.0001127624013,9016,781341021.4,0.000110914098,8868,1103697404,0.0001127624013,9016,1107060662,0.000110914098
9169,788900751.5,0.0001090597568,9331,792208779.7,0.0001071655736,9169,1114563321,0.0001090597568,9331,1118263878,0.0001071655736
9490,799798245.9,0.0001053786877,9655,803076538,0.0001035715919,9490,1125748972,0.0001053786877,9655,1129389581,0.0001035715919
9818,810695740.2,0.0001018551091,9987,813944296.2,0.0001001331913,9818,1136836427,0.0001018551091,9987,1140408016,0.0001001331913
10173,822177028.9,9.83E-05,10327,824812054.5,9.68E-05,10173,1148415575,9.83E-05,10327,1151331296,9.68E-05
10581,835020504.4,9.45E-05,10674,835679812.7,9.37E-05,10581,1161255720,9.45E-05,10674,1162150945,9.37E-05
